"movieid";"rank";"votes";"distribution"
2430236;"6.0";12545;"0000111101"
2430482;"7.0";1125;"0000012210"
2430658;"6.7";13317;"0000012100"
2430810;"6.3";66861;"0000122100"
2430959;"6.7";6285;"0000023100"
2431294;"5.7";29330;"0000221000"
2431451;"6.1";1186;"0000122000"
2431691;"5.1";1597;"0001221000"
2431715;"3.1";667;"2111100000"
2432016;"4.4";1249;"0001110000"
2432049;"7.6";230174;"0000002211"
2432285;"6.3";1658;"0000122100"
2432392;"7.5";3783;"0000002311"
2432424;"5.4";9502;"0001221000"
2432757;"6.7";60880;"0000023100"
2433039;"5.8";22232;"0000121101"
2433086;"7.5";42584;"0000002211"
2433193;"6.6";2465;"0000012210"
2433314;"6.1";3035;"0000122100"
2433445;"4.7";44541;"0011210000"
2433450;"3.3";10606;"1111100000"
2433612;"7.0";9685;"0000013200"
2433613;"7.5";77020;"0000012310"
2433626;"4.7";12032;"0011211000"
2433700;"4.5";168;"0111101000"
2433734;"6.8";31085;"0000012100"
2434036;"4.8";1599;"0001111000"
2434412;"7.1";35934;"0000012201"
2434561;"7.9";54558;"0000002311"
2434664;"7.1";50003;"0000013210"
2434795;"7.8";155855;"0000002311"
2434818;"7.1";62125;"0000012210"
2434846;"6.5";5432;"0000122100"
2434873;"5.7";6104;"0000121100"
2434963;"6.3";6299;"0000122100"
2435197;"7.7";166614;"0000002311"
2435394;"2.7";4361;"4100000001"
2435509;"5.6";6942;"0001121100"
2435520;"4.3";837;"0111110000"
2435620;"5.6";196;"0000111101"
2435625;"7.5";3712;"0000002211"
2435697;"7.2";5100;"0000012211"
2435713;"6.1";31658;"0000122100"
2435881;"5.5";10725;"0001221000"
2435972;"7.8";8048;"0000001212"
2435974;"6.7";32868;"0000012200"
2435997;"6.0";2584;"0000132000"
2436084;"2.9";2116;"2111000000"
2436288;"5.7";7459;"0000221000"
2437007;"6.3";2217;"0000122101"
2437039;"6.3";2334;"0000011113"
2437062;"5.1";11302;"0001221000"
2437170;"6.3";975;"0000122101"
2437277;"9.2";706695;"0000000125"
2437299;"9.0";457100;"0000000124"
2437300;"7.6";167195;"0000002211"
2437320;"7.1";31243;"0000012211"
2437321;"6.4";8753;"0000022101"
2437383;"8.2";38481;"0000001222"
2437434;"5.9";3114;"0000122100"
2437452;"5.7";27530;"0000121000"
2437630;"6.7";4276;"0000023100"
2437728;"7.7";2599;"0000001212"
2437803;"5.7";966;"0000221000"
2437961;"7.2";6946;"0000012211"
2437988;"7.7";113857;"0000001212"
2438101;"6.0";2004;"0000122100"
2438147;"8.1";139386;"0000001221"
2438272;"8.2";39228;"0000001222"
2438279;"6.5";2232;"0000001221"
2438541;"8.5";72379;"0000001223"
2438568;"8.3";103230;"0000001222"
2438716;"6.8";429;"0000012211"
2438760;"7.1";20746;"0000013201"
2438765;"7.1";6778;"0000012211"
2438827;"7.1";8701;"0000012212"
2438866;"7.1";3376;"0000012211"
2438986;"5.3";5919;"0001221000"
2439001;"6.9";3166;"0000013100"
2439154;"6.7";6336;"0000012100"
2439306;"8.5";414982;"0000001232"
2439451;"7.0";15503;"0000012210"
2439616;"5.1";2463;"0001211000"
2439860;"7.6";25569;"0000002311"
2440155;"6.4";20771;"0000122100"
2440247;"6.9";2218;"0000012211"
2440300;"6.6";922;"0000111102"
2440730;"6.9";325;"0000012101"
2440732;"7.6";18235;"0000001211"
2440733;"4.7";44363;"0011211000"
2441467;"6.0";2988;"0000122100"
2441476;"6.9";8929;"0000013200"
2441559;"3.3";647;"1211100000"
2441957;"7.0";2616;"0000013200"
2442181;"5.7";2840;"0000111102"
2442666;"6.4";23810;"0000122100"
2442759;"6.3";5830;"0000122100"
2442836;"6.6";1311;"0000012211"
2443071;"6.4";5279;"0000011111"
2443099;"6.6";12088;"0000012111"
2443201;"6.5";15603;"0000122100"
2443214;"7.3";49419;"0000012211"
2443380;"6.7";54708;"0000022101"
2443403;"6.4";11849;"0000012101"
2443509;"7.6";100982;"0000002311"
2443522;"5.6";2851;"0000121100"
2443624;"7.4";52342;"0000002311"
2443655;"8.1";40464;"0000001321"
2443779;"7.5";36703;"0000002211"
2443864;"6.5";709;"0000011112"
2444103;"6.1";3593;"0000011111"
2444128;"4.2";3218;"1011110000"
2444223;"7.1";1820;"0000013101"
2444273;"5.9";2590;"0000011111"
2444351;"5.8";14423;"0000121000"
2444539;"5.8";784;"0000111101"
2444638;"5.4";244;"0001221000"
2444642;"7.8";12370;"0000001211"
2444704;"7.9";100680;"0000001321"
2444722;"6.7";1796;"0000012200"
2445189;"7.7";13888;"0000002311"
2445248;"7.3";6687;"0000012211"
2445287;"7.9";80419;"0000001212"
2445390;"4.3";19787;"1011110000"
2445527;"6.2";64674;"0000122100"
2445594;"6.3";335;"0000121101"
2445757;"7.1";30348;"0000012211"
2445763;"3.8";1768;"1011100001"
2445832;"5.9";27291;"0000132000"
2445853;"6.4";1581;"0000112101"
2446143;"6.4";568;"0000012101"
2446151;"6.8";2987;"0000012201"
2446203;"7.2";10216;"0000001212"
2446248;"5.9";305;"0000121101"
2446368;"7.6";70519;"0000012311"
2446369;"5.8";8945;"0000121000"
2446421;"5.3";10371;"0001221000"
2446494;"7.1";77293;"0000013201"
2446501;"5.6";32541;"0000221000"
2446644;"6.4";10884;"0000112101"
2446778;"8.3";32290;"0000001222"
2446782;"5.9";26103;"0000122100"
2446984;"3.4";2483;"1111100000"
2447022;"8.1";41314;"0000001321"
2447027;"7.9";31997;"0000001321"
2447082;"7.0";1224;"0000012211"
2447114;"5.2";761;"0001211000"
2447163;"7.4";13709;"0000012211"
2447164;"3.4";2199;"2111100000"
2447248;"6.4";2463;"0000122100"
2447823;"7.9";10686;"0000001212"
2447864;"8.0";25751;"0000001321"
2448078;"6.1";1304;"0000122100"
2448577;"7.6";1400;"0000001212"
2448585;"6.4";7235;"0000112100"
2448629;"7.5";11287;"0000002311"
2448671;"7.8";45464;"0000002311"
2448908;"8.4";26;"..0.011105"
2449148;"8.0";23198;"0000001222"
2449330;"6.0";510;"0000121100"
2449498;"7.5";29198;"0000001211"
2449525;"5.7";1393;"0000121101"
2449530;"6.1";1888;"0000122100"
2449729;"6.3";1212;"0000122101"
2449747;"7.7";77538;"0000001212"
2450038;"5.2";20501;"0001221000"
2450051;"5.0";22;"10020001.0"
2450102;"5.7";981;"0000121001"
2450394;"6.6";187;"0000012102"
2450589;"6.9";139;"0...012211"
2450945;"7.4";627;"0000001211"
2451008;"7.3";3016;"0000012211"
2451328;"7.0";19411;"0000012210"
2451386;"7.2";139;"0000001301"
2451456;"8.4";335722;"0000001223"
2451832;"7.5";89120;"0000012212"
2451897;"7.0";2813;"0000012211"
2451910;"5.9";21784;"0000121101"
2451959;"6.3";9583;"0000122100"
2452304;"6.0";1279;"0000121100"
2452580;"7.6";11560;"0000002211"
2452617;"6.7";44280;"0000012100"
2452719;"7.1";1741;"0000012211"
2452768;"7.7";30489;"0000002311"
2452910;"6.0";18487;"0000121101"
2452938;"5.7";1930;"0000121001"
2452983;"5.1";2544;"1001111100"
2453256;"6.6";1098;"0000112100"
2453314;"8.1";17793;"0000001222"
2453333;"6.4";162626;"0000122100"
2453494;"5.2";2902;"0001121000"
2453747;"6.1";452;"0000131100"
2453777;"5.9";363;"0000111101"
2454098;"8.1";14;"0..0.00105"
2454234;"7.2";9135;"0000012210"
2454636;"7.8";44901;"0000002311"
2455724;"8.3";75803;"0000001222"
2456019;"6.3";17117;"0000022100"
2456020;"6.9";9076;"0000023200"
2456021;"7.5";28398;"0000012310"
2456181;"7.9";27489;"0000001321"
2456218;"6.5";16946;"0000022100"
2456265;"6.2";105;"0000122100"
2456292;"7.4";4500;"0000013310"
2456555;"6.3";1630;"0000012200"
2456557;"6.2";14335;"0000122100"
2456585;"7.4";4830;"0000012310"
2456586;"6.7";48852;"0000023100"
2456637;"8.1";50184;"0000001221"
2456741;"6.2";1220;"0000122100"
2456944;"7.5";5621;"0000002311"
2457168;"6.8";159403;"0000013100"
2457188;"6.7";93674;"0000023100"
2457234;"7.0";5732;"0000012201"
2457384;"6.0";1004;"0000122100"
2457395;"6.1";4037;"0000012101"
2457441;"6.0";4624;"0000012101"
2457464;"8.7";719107;"0000000123"
2458438;"7.1";8214;"0000012211"
2458457;"6.1";28385;"0000122101"
2458634;"5.4";868;"0001221000"
2458858;"6.2";4596;"0000122100"
2458984;"6.1";8519;"0000111101"
2459227;"7.4";31731;"0000012211"
2459369;"4.0";6429;"1111110000"
2459443;"4.4";1615;"1111111000"
2459538;"6.0";25841;"0000122100"
2459856;"5.7";3509;"0000121000"
2459965;"6.6";16089;"0000122100"
2460382;"7.2";10397;"0000012211"
2460383;"6.7";3095;"0000023100"
2460384;"6.9";211455;"0000013200"
2460402;"5.3";957;"0001221000"
2460404;"5.4";926;"0001221000"
2460406;"6.0";1387;"0000132100"
2460410;"5.4";1056;"0001221000"
2460419;"7.5";21886;"0000002212"
2460422;"7.6";18387;"0000002211"
2460432;"6.7";10551;"0000012101"
2460492;"5.5";7729;"0001121000"
2461007;"5.8";1877;"0000121100"
2461085;"6.7";55619;"0000023100"
2461086;"7.6";74293;"0000002311"
2461096;"5.2";558;"0001111000"
2461289;"7.4";26158;"0000002211"
2461385;"6.7";1998;"0000012211"
2461485;"7.2";78924;"0000013210"
2461549;"6.0";500;"0000111101"
2461598;"5.7";35196;"0000121000"
2461620;"4.7";12124;"0011211000"
2461621;"2.9";6221;"3111000000"
2461650;"5.7";686;"0000111100"
2462106;"5.8";5671;"0000122000"
2462112;"4.4";7607;"1011110000"
2462153;"4.0";11751;"0112110000"
2462177;"6.6";36;"0000111002"
2462304;"5.8";5157;"0000122100"
2462408;"6.5";340;"0000112111"
2462515;"8.0";152321;"0000001212"
2462595;"6.6";99077;"0000012100"
2462958;"6.6";8316;"0000012100"
2462959;"5.5";59592;"0001221000"
2463037;"5.8";11597;"0000122100"
2463128;"7.7";18046;"0000002311"
2463129;"6.1";5353;"0000122101"
2463153;"6.9";5175;"0000013200"
2463462;"6.9";3827;"0000013200"
2463620;"3.3";4149;"2111000000"
2463622;"6.6";16418;"0000022100"
2463624;"7.6";52708;"0000002311"
2463946;"5.7";895;"0000121000"
2463959;"6.4";15289;"0000112100"
2464197;"6.2";3960;"0000012101"
2464545;"6.1";8033;"0000112101"
2464635;"5.1";7878;"0001221000"
2464684;"5.6";2217;"0001221000"
2464699;"7.9";35429;"0000001311"
2464777;"7.1";39037;"0000012201"
2464994;"5.4";10166;"0001111001"
2465091;"6.8";1796;"0000012101"
2465142;"4.8";4892;"0001211000"
2465145;"7.7";6078;"0000001212"
2465208;"6.4";7982;"0000122100"
2465224;"7.1";4022;"0000012211"
2465279;"6.5";5562;"0000123100"
2465320;"6.9";9750;"0000012111"
2465321;"6.1";47600;"0000122101"
2465773;"7.0";143031;"0000012211"
2465893;"5.8";35236;"0000122000"
2465999;"6.4";41867;"0000123100"
2466152;"7.3";53402;"0000013210"
2466194;"5.9";1435;"0000122100"
2466403;"6.3";98200;"0000122100"
2466489;"6.6";609;"0000022102"
2466584;"4.4";5527;"1000110002"
2466643;"4.8";20812;"0011211000"
2466743;"7.7";8942;"0000001211"
2466782;"8.0";38172;"0000001222"
2466916;"7.5";46490;"0000002211"
2467141;"6.5";8626;"0000011111"
2467591;"7.7";31346;"0000002211"
2467606;"5.0";3124;"0001111001"
2467655;"6.0";840;"0000232000"
2467993;"5.4";447;"0000111001"
2468093;"6.5";4232;"0000012101"
2468205;"6.1";6902;"0000121100"
2468209;"7.0";24552;"0000013200"
2468266;"5.7";40164;"0000111100"
2468270;"6.5";11669;"0000123100"
2468555;"5.1";6590;"0001221000"
2468663;"5.8";9396;"0000132000"
2469053;"6.8";56107;"0000012111"
2469075;"6.5";9301;"0000012101"
2469104;"8.1";194715;"0000001223"
2469496;"7.6";29290;"0000001211"
2469602;"6.2";5664;"0000122100"
2469755;"6.5";18034;"0000012100"
2469815;"6.0";1437;"0000122100"
2469819;"5.3";155;"0001111101"
2470056;"5.8";5301;"0000122000"
2470130;"7.7";23826;"0000002311"
2470287;"6.6";129;"0000012110"
2470444;"5.1";12547;"0001211000"
2470520;"6.3";49432;"0000122100"
2470557;"7.9";19419;"0000001213"
2470575;"6.8";430;"0000002121"
2470769;"4.3";9820;"0011110000"
2470910;"6.9";30268;"0000013200"
2471102;"6.5";3178;"0000011111"
2471175;"6.7";5330;"0000022100"
2471217;"6.3";3138;"0000111111"
2471265;"5.9";2970;"0000122100"
2472087;"6.8";14101;"0000012211"
2472244;"5.5";14149;"0001121000"
2472260;"6.7";661;"0000012211"
2472292;"7.9";33059;"0000001321"
2472391;"6.0";18670;"0000122100"
2472393;"6.3";34849;"0000122100"
2472465;"6.9";24687;"0000023100"
2472467;"6.7";15869;"0000023100"
2472800;"7.0";14376;"0000013200"
2472807;"2.9";11587;"3110000000"
2473007;"4.9";1912;"0001211000"
2473215;"7.9";33058;"0000001221"
2473304;"5.7";588;"0000111100"
2473585;"6.1";3591;"0000122100"
2473638;"6.2";23497;"0000132100"
2473798;"6.6";30624;"0000022101"
2473917;"5.5";7951;"0001111100"
2474020;"7.3";190655;"0000012211"
2474065;"6.3";31089;"0000122100"
2474100;"7.2";68989;"0000001112"
2474705;"5.6";9393;"0000121000"
2474742;"7.5";3606;"0000001211"
2474783;"5.9";282;"0000112101"
2474888;"6.6";76023;"0000123100"
2475103;"6.6";78;"1000020003"
2475166;"6.0";40270;"0000122100"
2475195;"6.7";1534;"0000012111"
2475387;"6.0";1472;"0000122100"
2475423;"6.2";39833;"0000122100"
2475442;"6.2";816;"0000132100"
2475680;"7.6";761;"0000001312"
2475682;"4.8";9124;"0001111000"
2475939;"5.2";3851;"0001221000"
2476119;"6.1";2023;"0000122100"
2476201;"5.7";922;"0000111101"
2476233;"8.0";45011;"0000001212"
2476335;"4.4";521;"0012110000"
2476415;"7.1";885;"0000001212"
2476422;"5.6";1518;"0000121100"
2476484;"7.1";19257;"0000012211"
2476743;"7.4";18577;"0000012211"
2476750;"7.3";4714;"0000002211"
2477259;"5.8";7974;"0000122100"
2477403;"5.7";13918;"0000121100"
2477524;"5.4";1252;"0001221000"
2477525;"6.3";2126;"0000122100"
2477653;"9.3";998823;"0000000125"
2477732;"6.6";6357;"0000012111"
2477894;"8.5";353485;"0000001222"
2477986;"4.8";1136;"0001210000"
2478017;"8.0";13905;"0000001322"
2478105;"6.2";220;"0000011111"
2478286;"6.2";42201;"0000122100"
2478414;"8.7";489028;"0000000232"
2479024;"5.1";3288;"0001111001"
2479029;"8.2";444528;"0000001321"
2479085;"5.9";1487;"0000221000"
2479134;"5.3";20568;"0001121000"
2479393;"6.5";1319;"0000011113"
2479418;"5.2";4027;"0001111001"
2479771;"6.2";2632;"0000122100"
2479989;"7.0";1084;"0000011103"
2480294;"7.9";93002;"0000001212"
2480499;"7.2";15031;"0000012210"
2480572;"5.2";33904;"0001221000"
2480579;"5.6";1623;"0000111101"
2480764;"7.5";4861;"0000012211"
2480924;"6.7";4191;"0000011111"
2481073;"7.0";51216;"0000013200"
2481424;"6.2";542;"0000112100"
2481584;"6.8";8923;"0000013100"
2481636;"5.9";277;"0000011111"
2481665;"8.4";109549;"0000001222"
2482169;"5.7";14480;"0000121100"
2482282;"8.0";48847;"0000001222"
2482401;"7.5";11;"00..0.00.5"
2482834;"3.9";4831;"2101000001"
2482876;"5.9";424;"0000111100"
2482887;"5.6";6804;"0000121000"
2482925;"4.3";1668;"0012210000"
2482984;"6.8";7421;"0000023100"
2483077;"7.0";3446;"0000002211"
2483187;"6.0";2249;"0000122101"
2483470;"6.2";11295;"0000122101"
2483519;"7.7";20747;"0000001212"
2483674;"7.1";37770;"0000013201"
2483838;"7.7";14888;"0000002311"
2483957;"7.3";95783;"0000012210"
2484054;"7.0";3848;"0000012211"
2484082;"6.5";1398;"0000012111"
2484104;"6.5";5662;"0000012210"
2484656;"8.1";352352;"0000001321"
2484852;"6.1";77543;"0000122100"
2484853;"5.3";13312;"0001111100"
2484924;"6.5";1852;"0000012111"
2485001;"8.0";8724;"0000001222"
2485008;"8.0";15535;"0000001222"
2485013;"7.6";101264;"0000001212"
2485015;"8.2";163424;"0000001222"
2485041;"7.3";13104;"0000012211"
2485156;"8.4";75906;"0000001222"
2485163;"6.5";2440;"0000012200"
2485237;"6.8";34469;"0000012210"
2485256;"7.0";11639;"0000013200"
2485257;"6.7";55420;"0000012200"
2485327;"6.5";5505;"0000022101"
2485393;"6.2";30216;"0000122100"
2485547;"6.5";346;"0000012111"
2485620;"4.9";734;"0001211000"
2485682;"6.1";8601;"0000122100"
2485831;"6.6";3412;"0000022100"
2485971;"6.6";2233;"0000022100"
2486246;"6.8";21862;"0000013100"
2486283;"6.0";13332;"0000111101"
2486285;"4.7";3200;"0011110001"
2486286;"3.7";2328;"1111100001"
2486655;"7.1";26140;"0000001112"
2486817;"8.4";51705;"0000001222"
2487055;"5.5";3869;"0000121000"
2487095;"7.4";2274;"0000002212"
2487210;"7.1";17144;"0000013210"
2487295;"6.3";15;"2..0.10.13"
2487366;"8.0";374003;"0000001321"
2487415;"6.1";18428;"0000122100"
2487653;"3.9";330;"1001100002"
2487726;"6.5";2713;"0000022100"
2487884;"6.0";6335;"0000122100"
2488034;"6.1";2175;"0000112101"
2488227;"7.3";19343;"0000012211"
2488990;"8.0";155808;"0000001321"
2489145;"8.7";450511;"0000000233"
2489362;"6.8";2594;"0000013100"
2489534;"4.8";1362;"1001111001"
2489627;"7.7";17720;"0000002311"
2489677;"6.8";245;"00.0012211"
2490074;"7.2";80546;"0000012211"
2490655;"5.2";100;"0000121001"
2490779;"4.5";431;"1001110001"
2490945;"6.4";7734;"0000012101"
2490998;"7.4";2077;"0000012311"
2491016;"7.3";6243;"0000012211"
2491020;"6.9";1526;"0000012211"
2491068;"7.1";18330;"0000012201"
2491248;"7.5";11;"0..00.01.4"
2491349;"5.9";79850;"0000122100"
2491493;"6.9";11304;"0000012111"
2491565;"6.6";22441;"0000012200"
2491802;"4.5";8;"5.....121."
2491830;"6.8";78651;"0000012200"
2492491;"6.6";68625;"0000023100"
2492509;"7.1";2479;"0000001212"
2492644;"6.6";223;"0000011111"
2492725;"8.1";47790;"0000001222"
2492771;"4.8";59;"1010110100"
2493094;"7.0";6690;"0000012211"
2493184;"7.4";581;"0000001221"
2493193;"6.9";2338;"0000012111"
2493239;"6.1";4022;"0000122100"
2493444;"8.2";178655;"0000001212"
2493503;"7.3";10815;"0000012211"
2493709;"6.9";228;"0000112200"
2493775;"7.7";7254;"0000001213"
2493900;"6.3";4544;"0000012101"
2494140;"6.3";110957;"0000122100"
2494739;"7.5";12463;"0000012310"
2494787;"8.5";30091;"0000001223"
2494814;"6.8";60129;"0000012101"
2494890;"6.3";11610;"0000122100"
2494910;"7.4";1109;"0000001211"
2494924;"7.0";11353;"0000012210"
2495198;"6.9";2481;"0000012211"
2495779;"7.3";69606;"0000012211"
2495820;"7.2";10477;"0000012211"
2496353;"7.1";176926;"0000012210"
2496608;"5.9";96;"0000121001"
2496767;"6.9";1064;"0000012211"
2496783;"7.0";1485;"0000011211"
2496840;"7.8";9204;"0000001221"
2497211;"6.8";1982;"0000013200"
2497303;"6.7";17433;"0000012200"
2497412;"5.5";13508;"0001221000"
2497499;"5.6";246;"0000011101"
2497612;"7.2";2520;"0000001211"
2498040;"6.7";1297;"0000012211"
2498143;"8.0";78140;"0000001212"
2498578;"5.0";819;"0001111000"
2498766;"2.9";2193;"3110000001"
2499216;"7.1";1923;"0000013200"
2499368;"7.5";23370;"0000002310"
2499488;"7.2";102934;"0000012210"
2499704;"7.0";2376;"0000012211"
2499854;"5.8";1674;"0000121101"
2499970;"5.8";13425;"0000122100"
2500022;"5.9";8847;"0000112101"
2500735;"6.0";6633;"0000121101"
2500886;"7.0";55017;"0000013200"
2500912;"7.0";10840;"0000013200"
2501253;"6.7";157;"0000012310"
2501343;"7.3";2270;"0000012211"
2502334;"7.0";26523;"0000013200"
2502501;"6.7";235;"0000012101"
2503087;"6.9";32911;"0000012211"
2503342;"4.1";51;"1210000001"
2503584;"5.7";31739;"0000121000"
2503810;"6.2";27430;"0000122100"
2503827;"6.4";5118;"0000122100"
2504015;"6.9";7;"...11112.1"
2504449;"6.5";39857;"0000022100"
2504464;"7.0";3800;"0000012102"
2504469;"7.6";481534;"0000001212"
2504794;"7.1";14229;"0000001211"
2504995;"8.1";13350;"0000001222"
2505066;"7.5";30441;"0000012310"
2505091;"5.4";11;"2.000.0001"
2505110;"6.7";26461;"0000012200"
2505183;"5.6";3325;"0000121000"
2505263;"8.4";134212;"0000001222"
2505515;"7.5";8237;"0000002211"
2505595;"5.9";14797;"0000111101"
2506826;"7.8";50765;"0000001221"
2507383;"7.0";1623;"0000012211"
2507620;"6.5";1006;"0000122100"
2507690;"6.8";5764;"0000012111"
2507787;"5.5";5156;"0001221001"
2508020;"7.7";67206;"0000001212"
2508085;"6.4";11355;"0000112101"
2508103;"6.8";45111;"0000012111"
2508265;"6.4";101727;"0000123100"
2509455;"6.7";143917;"0000012101"
2509481;"7.7";9513;"0000001212"
2509643;"6.2";9170;"0000122100"
2509799;"7.2";7822;"0000011211"
2509841;"7.4";18152;"0000002311"
2510141;"6.7";13198;"0000023100"
2510661;"6.3";7109;"0000012101"
2510683;"7.5";160970;"0000012310"
2511051;"5.7";1700;"0000121100"
2511131;"8.2";49057;"0000001222"
2511307;"5.9";3817;"0000122100"
2511419;"6.9";512;"0000012211"
2512048;"8.3";342584;"0000001222"
2512050;"7.9";237225;"0000001311"
2512132;"4.8";20014;"0001111000"
2512542;"7.4";66890;"0000012310"
2513057;"4.5";55;"2001010000"
2513082;"7.5";5367;"0000001212"
2513237;"8.2";290498;"0000001222"
2513519;"5.6";352;"0000012101"
2514865;"6.0";1178;"0000122100"
2514980;"7.2";2801;"0000001212"
2515489;"7.1";8828;"0000012210"
2515573;"6.9";3703;"0000013200"
2516147;"5.5";4240;"0001121000"
2516166;"5.2";1189;"0001221000"
2516358;"6.5";5259;"0000011112"
2516406;"5.3";2884;"0001111001"
2517067;"4.8";832;"0001111001"
2517305;"5.0";1093;"1001111000"
2517391;"3.4";447;"1011000001"
2517414;"7.6";28827;"0000002311"
2517415;"7.9";40552;"0000001222"
2517416;"8.0";40158;"0000001222"
2517491;"6.8";608;"0000012111"
2518007;"8.0";6910;"0000001222"
2518391;"6.5";18753;"0000023100"
2518423;"7.3";23729;"0000012211"
2518451;"7.2";132293;"0000012210"
2518541;"7.9";116192;"0000001321"
2518736;"7.5";5129;"0000001212"
2518905;"6.1";3369;"0000122100"
2519338;"8.1";13202;"0000001322"
2520062;"7.1";1649;"0000012211"
2520326;"6.4";2501;"0000012200"
2520706;"2.8";5099;"3100000001"
2520712;"4.6";7047;"0011210000"
2520896;"4.1";679;"1011100001"
2521170;"6.9";494;"0000012111"
2521605;"5.6";137;"00002310.0"
2521652;"8.1";295171;"0000001321"
2521851;"6.1";6244;"0000122100"
2521986;"7.0";3126;"0000002211"
2522004;"7.0";34908;"0000012211"
2522027;"6.3";3746;"0000012111"
2522182;"5.5";95;"0010111001"
2522318;"6.1";104632;"0000122100"
2522447;"6.1";2032;"0000122101"
2522562;"6.7";319;"0000012210"
2522618;"7.1";1201;"0000012211"
2522674;"5.5";4746;"0000111100"
2522758;"5.0";3624;"0001221000"
2522948;"4.3";2935;"0001110000"
2522957;"5.1";3427;"0001221000"
2523180;"5.6";2554;"0000111101"
2524414;"6.7";33432;"0000012200"
2524549;"6.5";49599;"0000023100"
2524640;"6.4";55677;"0000123100"
2524696;"7.1";4235;"0000012212"
2525819;"7.0";4655;"0000012210"
2525874;"6.6";1564;"0000022100"
2527825;"5.9";1254;"0000122100"
2528355;"7.4";4851;"0000001212"
2528406;"5.3";1793;"0001221000"
2529538;"6.8";507;"0000001112"
2531186;"5.3";38;"10021100.1"
2531311;"6.2";3206;"0000122100"
2531457;"6.3";44345;"0000122100"
2531460;"5.2";26654;"0001221000"
2531488;"6.5";14120;"0000123100"
2531770;"5.0";1612;"0001211000"
2532030;"8.0";25667;"0000000223"
2532198;"7.7";1013;"0000002311"
2532812;"6.9";3759;"0000012210"
2533425;"5.8";2922;"0000122000"
2533451;"8.3";177406;"0000001222"
2533461;"6.8";44;".000121002"
2533625;"6.6";1461;"0000012200"
2533992;"5.8";48431;"0000121000"
2533997;"3.8";18595;"1111100000"
2534991;"6.5";2191;"0000012111"
2536738;"6.1";751;"0000112101"
2536827;"5.8";8619;"0000121100"
2537109;"5.8";1915;"0000121100"
2537149;"6.8";20044;"0000012101"
2537704;"5.3";34994;"0001221000"
2537710;"3.8";10200;"1111110000"
2537793;"6.6";2432;"0000011211"
2538575;"7.8";8292;"0000001222"
2539567;"7.3";43358;"0000012211"
2540772;"4.3";12543;"0012110000"
2540794;"6.0";31010;"0000122100"
2541368;"7.1";2525;"0000011211"
2541694;"6.2";26307;"0000122100"
2542489;"5.7";21885;"0000121100"
2542878;"6.7";20635;"0000012111"
2543337;"6.3";138;"1000000111"
2544143;"5.8";17;"30...1..13"
2544156;"7.4";18;"0...102211"
2544531;"8.5";151780;"0000001222"
2544594;"6.2";31495;"0000112100"
2545159;"6.8";423;"0000011111"
2545380;"5.0";2144;"0001111101"
2545754;"7.4";11214;"0000012211"
2547352;"7.3";7348;"0000013210"
2547353;"5.4";14986;"0001221000"
2547971;"5.5";429;"0000221001"
2548449;"5.4";17451;"0001221000"
2548478;"4.7";16557;"0011210000"
2550559;"5.3";41304;"0001221000"
2550858;"5.1";4823;"0001221000"
2551701;"6.3";1416;"0000122100"
2551718;"6.0";2860;"0000122000"
2553800;"7.1";53160;"0000012210"
2554203;"7.4";18646;"0000002211"
2554361;"5.1";5396;"0001111001"
2554662;"7.1";16632;"0000012211"
2554699;"6.6";4880;"0000012111"
2554996;"7.6";11817;"0000002211"
2555100;"6.5";2080;"0000112110"
2555555;"6.1";486;"0000122000"
2556271;"8.1";44;"0...002212"
2556792;"4.2";1640;"1011110001"
2557229;"6.5";2186;"0000112100"
2558123;"7.6";17183;"0000001211"
2558138;"6.0";99851;"0000122100"
2558441;"6.9";76676;"0000012201"
2558443;"5.9";43731;"0000122100"
2559217;"5.7";6869;"0000121001"
2559249;"5.8";12457;"0000122100"
2559529;"4.9";316;"0001121000"
2559855;"6.1";26784;"0000122100"
2560159;"6.4";39238;"0000122100"
2560564;"6.8";4414;"0000012201"
2560598;"5.3";1267;"0000111101"
2560616;"7.3";19930;"0000012211"
2561165;"6.5";209;"0000021201"
2561419;"7.4";1572;"0000001212"
2561516;"7.6";48742;"0000001212"
2561802;"7.0";16542;"0000013200"
2562193;"6.8";36403;"0000012201"
2562411;"6.8";56818;"0000012111"
2562421;"6.9";1044;"0000012111"
2562422;"8.0";20488;"0000001322"
2562503;"7.0";824;"0000002111"
2562822;"6.5";74146;"0000122100"
2562929;"5.4";6480;"0000121000"
2563410;"7.7";111279;"0000002311"
2563451;"5.1";7;"11.111..2."
2563697;"6.0";806;"0000121100"
2563736;"5.2";5842;"0001221000"
2564194;"7.6";100983;"0000002211"
2564560;"6.6";3926;"0000011112"
2564828;"7.8";9169;"0000001321"
2564953;"6.2";12339;"0000122101"
2565487;"7.6";28620;"0000002311"
2565814;"6.5";6622;"0000012101"
2565851;"6.5";20860;"0000012101"
2565873;"6.1";3770;"0000122100"
2565985;"6.0";424;"0000021101"
2566203;"6.5";48055;"0000122101"
2566262;"4.2";3243;"1011110000"
2566626;"7.3";13326;"0000002112"
2566895;"5.1";3153;"0001221000"
2566918;"6.5";39379;"0000123100"
2567049;"5.9";4323;"0000122000"
2567099;"6.4";13633;"0000022100"
2567258;"4.8";1294;"1000111001"
2567467;"7.7";91663;"0000012311"
2567890;"8.1";35190;"0000001222"
