"movieid";"writerid";"addition"
1736211;197536;"(written by)  <1,1,1>"
1736268;1013;"(screenplay)  <1,2,1>"
1736268;130439;"(adaptation)  <2,1,1>"
1736268;154875;"(screenplay)  <1,1,1>"
1736268;154875;"(story)  <3,2,1>"
1736268;290411;"(story)  <3,1,1>"
1736268;319553;"(adaptation)  <2,2,1>"
1736362;137826;"(story)  <1,1,1>"
1736362;184317;"(story)  <1,3,1>"
1736362;298327;"(story and screenplay)  <1,2,1>"
1736362;367187;"(screenplay)  <2,2,1>"
1736592;297585;"(written by)  <1,1,2>"
1736592;297586;"(written by)  <1,1,1>"
1736794;9934;"(screenplay) (as David Goldstein)  <2,2,2>"
1736794;29080;"(screenplay)  <2,2,1>"
1736794;365523;"(screenplay) (as David Titcher)  <2,1,1>"
1736794;379054;"(novel ""Le Tour du monde en quatre-vingts jours"")  <1,1,1>"
1737340;104686;"(screen play)  <1,1,1>"
1737340;104698;"(screen play)  <1,2,1>"
1737340;187029;"(play)  <2,1,1>"
1737713;8613;""
1737713;242887;"(screenplay)"
1737713;242887;"(story)"
1737713;245735;"(screenplay)"
1737713;245735;"(story)"
1737766;135209;"(written by)  <1,1,1>"
1738481;10187;"(screenplay)  <2,1,1>"
1738481;10187;"(story)  <1,1,1>"
1738481;44684;"(screenplay)  <2,2,1>"
1739234;39655;""
1739234;40120;""
1739234;173224;"(dialogue)"
1739234;212489;""
1740732;319474;"(written by)  <1,1,1>"
1740752;153682;"(screenplay)  <2,2,1>"
1740752;383605;"(screenplay)  <2,1,1>"
1740752;383605;"(story)  <1,1,1>"
1740752;383606;"(screenplay) (as Larry Wachowski)  <2,1,2>"
1740752;383606;"(story) (as Larry Wachowski)  <1,1,2>"
1740811;55876;"(written by)  <1,1,1>"
1741487;26785;"(writer)"
1741682;211619;"(screenplay)  <2,1,1>"
1741682;318037;"(story ""To See and Not See"") (as Oliver Sacks M.D.)  <1,1,1>"
1742509;141265;"(written by)  <1,1,1>"
1743028;83652;"(written by)  <1,1,2>"
1743028;91772;"(written by)  <1,1,1>"
1743028;281185;"(written by) (as Steve Peace)  <1,1,3>"
1743028;309150;"(written by)"
1743689;156294;""
1743852;84027;"(novel)  <2,1,1>"
1743852;84027;"(screenplay)  <1,1,1>"
1744178;62409;"(play ""Dyadya Vanya"")"
1744178;248089;""
1744391;70390;"(screenplay)  <1,1,1>"
1744391;88694;"(from the novel by)  <2,1,1>"
1744391;138017;"(screenplay)  <1,2,1>"
1744809;258133;"(written by)  <1,1,1>"
1744811;237158;"(written by)  <1,1,2>"
1744811;258133;"(characters)  <2,1,1>"
1744811;258133;"(written by)  <1,1,1>"
1745373;82059;"(screenplay)  <1,1,1>"
1745373;82059;"(story)  <2,1,1>"
1745373;301609;"(story)  <2,1,1>"
1745373;340513;"(screenplay)  <1,2,1>"
1745406;48997;"(written by)  <1,1,1>"
1745530;6405;"(writer)"
1745530;93250;"(story)"
1745530;289557;"(writer)"
1746382;318037;"(book) (as Oliver Sacks M.D.)  <1,1,1>"
1746382;403443;"(screenplay)  <2,1,1>"
1746829;280957;""
1747382;124972;"(story)"
1747382;167040;"(screenplay)"
1747382;167040;"(story)"
1747382;233413;""
1747494;50379;"(written by) (as Troy Beyer)  <1,1,1>"
1747545;82192;"(novel)"
1747545;189470;"(writer)"
1747545;296878;"(writer)"
1747545;363391;"(writer)"
1747649;120095;"(written by)  <1,1,3>"
1747649;216235;"(written by)  <1,1,2>"
1747649;398710;"(written by)  <1,1,4>"
1747649;406349;"(written by)  <1,1,1>"
1747899;209071;"(writer)"
1747899;212672;"(novel) (as Lillian Lee)"
1747899;212672;"(screenplay) (as Lillian Lee)"
1747899;219071;"(writer)"
1748196;189787;"(novel ""The Sheep Pig"")  <1,1,1>"
1748196;245859;"(screenplay)  <2,1,1>"
1748196;266078;"(screenplay)  <2,1,2>"
1748219;189787;"(characters)"
1748219;202444;"(written by)  <1,1,3>"
1748219;245859;"(written by)  <1,1,1>"
1748219;253622;"(written by)  <1,1,2>"
1748315;50045;"(screen play)  <1,1,1>"
1748315;61246;"(libretto) (uncredited)"
1748315;139990;"(screen play)  <1,2,1>"
1748315;205196;"(uncredited)"
1748317;61246;"(libretto)"
1748317;151741;"(screenplay)  <2,2,1>"
1748317;189170;"(screenplay)  <2,1,1>"
1748317;222490;"(operetta)  <1,2,1>"
1748317;306297;"(screenplay)  <2,1,2>"
1748754;66461;"(screenplay)  <2,1,1>"
1748754;137347;"(story)  <1,2,2>"
1748754;233909;"(story)  <1,2,1>"
1748754;244153;"(screenplay)  <2,2,1>"
1748754;280531;"(story)  <1,1,1>"
1748996;138081;""
1748996;138119;""
1748996;245793;"(storybook)"
1749026;117681;""
1749026;171257;""
1749222;225107;""
1749247;169371;"(story)"
1749247;169384;""
1749247;293635;""
1749683;80605;"(story)  <1,1,1>"
1749683;106468;"(uncredited)"
1749683;112385;"(story)  <1,1,2>"
1749683;180865;"(screenplay)  <2,1,1>"
1749683;291076;"(screenplay) (as Will Porter)  <2,1,2>"
1749683;298327;"(screenplay)  <2,2,2>"
1749683;343028;"(story)  <1,1,3>"
1749683;367187;"(screenplay)  <2,2,1>"
1749731;122804;"(written by)  <1,1,2>"
1749731;404666;"(written by)  <1,1,1>"
1749735;122804;"(characters)  <1,1,2>"
1749735;122804;"(screenplay)  <3,1,1>"
1749735;122804;"(story)  <2,1,2>"
1749735;404666;"(characters)  <1,1,1>"
1749735;404666;"(story)  <2,1,1>"
1749737;122804;"(characters)  <1,1,2>"
1749737;122804;"(screenplay)  <3,1,1>"
1749737;122804;"(story)  <2,1,2>"
1749737;404666;"(characters)  <1,1,1>"
1749737;404666;"(story)  <2,1,1>"
1749806;343601;""
1749806;363391;""
1749806;386445;""
1749891;392434;"(written by)  <1,1,1>"
1750364;22774;"(screenplay)  <2,1,1>"
1750364;123330;"(story)  <1,1,1>"
1750364;255868;"(screenplay)  <2,1,2>"
1750364;305074;"(screenplay)  <2,2,1>"
1750424;363474;"(written by)  <1,1,1>"
1750510;112873;"(story)  <1,1,2>"
1750510;119038;"(story)  <1,1,3>"
1750510;120088;"(screenplay)  <2,1,1>"
1750510;315143;"(story)  <1,1,1>"
1750510;371492;"(screenplay) (as Yolande Finch)  <2,2,1>"
1750660;12644;""
1750660;51971;""
1750660;111437;""
1750660;220102;"(as Zoe Lund)"
1750728;301042;"(screenplay)  <2,1,1>"
1750728;342763;"(novel ""Thor"")  <1,1,1>"
1750816;146882;"(additional material)  <2,1,2>"
1750816;157384;"(additional material)  <2,1,1>"
1750816;170550;"(written by)  <1,1,1>"
1751059;187966;""
1751059;276719;"(original idea)"
1751059;332608;"(original idea)"
1751071;225740;"(written by)  <1,1,1>"
1751872;130439;"(written by)  <1,2,1>"
1751872;325258;"(written by)  <1,1,2>"
1751872;325259;"(written by)  <1,1,1>"
1753266;68636;"(screenplay)  <1,1,3>"
1753266;210814;"(screenplay)  <1,1,2>"
1753266;315049;"(screenplay)  <1,1,1>"
1753266;327663;"(screenplay)  <1,1,4>"
1753348;74072;"(story development)  <4,1,4>"
1753348;108097;"(story development)  <4,1,3>"
1753348;252720;"(story adaptation)  <3,1,1>"
1753348;281306;"(story direction)  <2,1,1>"
1753348;320044;"(from the story by)  <1,1,1>"
1753348;333700;"(story development) (as Melvin Shaw)  <4,1,2>"
1753348;347668;"(story development) (as George Stallings)  <4,1,1>"
1753348;398809;"(story development)  <4,1,5>"
1753400;208351;"(written by)  <1,1,1>"
1753578;6683;"(written by)  <1,1,1>"
1753578;312186;"(written by)  <1,1,2>"
1753695;20888;"(written by)  <1,1,2>"
1753695;125260;"(written by)  <1,1,1>"
1753837;181727;"(dialogue)"
1753837;330955;"(book ""India's Bandit Queen"")"
1753837;330955;"(screenplay)"
1753860;360351;"(idea)  <2,1,1>"
1753860;382293;"(idea)  <2,2,1>"
1753860;382293;"<1,2,1>"
1753860;393160;"<1,1,1>"
1754754;119885;"(concept)  <1,1,1>"
1754754;119885;"(scenario)  <2,1,1>"
1754754;119885;"(treatment)  <3,1,3>"
1754754;224172;"(concept)  <1,1,2>"
1754754;224172;"(scenario)  <2,1,2>"
1754754;263821;"(treatment)  <3,1,2>"
1754754;263825;"(treatment)  <3,1,1>"
1754799;60160;"(screenplay)  <3,2,1>"
1754799;60160;"(story)  <2,1,1>"
1754799;285617;"(screenplay)  <3,1,1>"
1754799;386647;"(characters in comic)  <1,1,1>"
1754884;37795;"(writer)  <3,2,1>"
1754884;46353;"(collaborating writer) (as Claude Brule)  <1,2,1>"
1754884;86673;"(writer)  <3,4,1>"
1754884;116388;"(as Jean Claude Forest)  <3,6,1>"
1754884;116388;"(comic ""Barbarella"") (as Jean Claude Forest)  <1,1,1>"
1754884;126217;"(writer)  <3,5,1>"
1754884;345456;"(screenplay)  <2,1,1>"
1754884;373966;"(screenplay)  <2,2,1>"
1754884;397623;"(writer)  <3,3,1>"
1755112;350943;""
1755524;338336;"(play)  <1,1,1>"
1755524;338336;"(screenplay)  <2,1,1>"
1756051;89354;"(story)  <1,1,3>"
1756051;206698;"(creator) (uncredited)  <3,1,1>"
1756051;206698;"(story)  <1,1,2>"
1756051;278535;"(creator) (uncredited)  <3,1,2>"
1756051;391846;"(story)  <1,1,1>"
1756051;391846;"(written by)  <2,1,1>"
1756391;198001;"(written for the screen by)  <1,1,1>"
1756391;362357;"(novel ""The Memoirs of Barry Lyndon, Esq."")  <2,1,1>"
1756768;106267;"(written by)  <1,1,1>"
1756902;40198;"(short story) (as John F. Bowe)  <1,2,1>"
1756902;160546;"(story development) (as Michael Thomas Holman)"
1756902;225094;"(story) (as Lech J. Majewski)  <1,1,1>"
1756902;326555;"(written by)  <2,1,1>"
1756980;6781;"(book)  <1,1,1>"
1756980;242695;"(teleplay)  <2,1,1>"
1757342;133152;"(written by)  <2,1,1>"
1757342;181022;"(Batman characters)  <1,1,1>"
1757347;146766;"(screenplay)  <3,1,1>"
1757347;146766;"(story)  <2,1,1>"
1757347;181022;"(Batman characters)  <1,1,1>"
1757347;339907;"(screenplay)  <3,2,1>"
1757367;24151;"(screenplay)  <3,1,2>"
1757367;24151;"(story)  <2,1,2>"
1757367;24152;"(screenplay)  <3,1,1>"
1757367;24152;"(story)  <2,1,1>"
1757367;133152;"(screenplay)  <3,2,1>"
1757367;181022;"(characters)  <1,1,1>"
1757378;146766;"(story)  <2,2,1>"
1757378;181022;"(Batman characters)  <1,1,1>"
1757378;387287;"(screenplay)  <3,1,1>"
1757378;387287;"(story)  <2,1,1>"
1757423;48995;"(screenplay)  <1,1,1>"
1757423;48995;"(story)  <2,1,1>"
1757423;92136;"(screenplay)  <1,1,2>"
1757423;181022;"(comic book & characters)"
1757423;279478;"(screenplay)  <1,1,3>"
1757423;300848;"(screenplay)  <1,1,4>"
1757423;308466;"(character: The Joker) (uncredited)"
1757465;99561;"(writer)"
1757465;250337;"(writer)"
1757485;216605;"(written by)  <1,1,1>"
1757698;39740;"(characters)  <1,1,1>"
1757698;73225;"(screenplay)  <3,1,1>"
1757698;73226;"(screenplay)  <3,1,2>"
1757698;86814;"(story)  <2,1,1>"
1757893;163809;"(novel)  <2,1,1>"
1757893;226640;"(screenplay)  <1,1,1>"
1757893;333096;"(screenplay)  <1,2,1>"
1758003;36072;"(adapted by: from the stage success of the same name)  <1,1,2>"
1758003;43595;"(book of musical play) (uncredited)"
1758003;241470;"(book of musical play) (uncredited)"
1758003;261467;"(adapted by: from the stage success of the same name)  <1,2,1>"
1758003;341604;"(adapted by: from the stage success of the same name) (as Charles H. Smith)  <1,1,3>"
1758003;342424;"(adapted by: from the stage success of the same name) (as Paul Gerard Smith)  <1,1,1>"
1758767;316125;"(written by)  <1,1,1>"
1758856;15450;"(characters)  <1,1,1>"
1758856;78136;"(characters)  <1,1,2>"
1758856;78136;"(written by)  <2,1,1>"
1758856;96342;"(written by)  <2,1,2>"
1759189;54400;"(screenplay)  <2,1,1>"
1759189;153994;"(novel 'Beat the devil')  <1,1,1>"
1759189;165824;"(screenplay)  <2,2,1>"
1759189;377954;"(screenplay collaboration) (uncredited)"
1759189;379946;"(screenplay collaboration) (uncredited)"
1759448;30631;"(written by)  <1,1,1>"
1759573;312515;"(written by)  <1,1,1>"
1759654;92701;"(written by)"
1759685;150485;"(play)  <2,1,1>"
1759685;150485;"(written by)  <1,1,1>"
1759851;6707;"(story supervisor)  <2,1,1>"
1759851;14356;"(story)  <3,1,5>"
1759851;61302;"(story)  <3,1,1>"
1759851;83636;"(story) (uncredited)"
1759851;102847;"(story)  <3,1,9>"
1759851;148723;"(story)  <3,1,7>"
1759851;209773;"(story)  <3,1,10>"
1759851;234457;"(story)  <3,1,2>"
1759851;287472;"(story)  <3,1,3>"
1759851;299023;"(story)  <3,1,4>"
1759851;321149;"(story) (as Christopher Sanders)  <3,1,6>"
1759851;398095;"(story)  <3,1,8>"
1759851;398252;"(animation screenplay)  <1,1,1>"
1759983;178334;"(written by)  <1,1,1>"
1759983;256127;"(additional material)"
1759983;350939;"(written by)  <1,1,2>"
1760306;132913;"(written by)  <1,1,1>"
1760386;30152;"(animation story)  <1,1,2>"
1760386;79522;"(screenplay)  <2,1,2>"
1760386;266645;"(book)  <3,1,1>"
1760386;385348;"(screenplay)  <2,1,1>"
1760386;398809;"(animation story)  <1,1,1>"
1760449;108845;"(written by)"
1760586;114108;"(writer)"
1760752;237630;"(screenplay)  <2,1,1>"
1760752;237630;"(story)  <1,1,1>"
1760752;339907;"(screenplay)  <2,2,1>"
1760752;395149;"(story)  <1,1,2>"
1760876;197229;"(written by)  <1,1,2>"
1760876;214582;"(written by)  <1,1,1>"
1760927;45788;"(book)  <1,1,1>"
1760927;358557;"(screenplay)  <2,1,1>"
1760978;226485;""
1762161;116734;"(written by)  <1,1,1>"
1762174;183514;"(written by)  <1,1,1>"
1762229;177136;"(uncredited)"
1762229;195031;"(novel)  <1,1,1>"
1762229;195031;"(screenplay)  <2,1,1>"
1762644;288312;""
1762654;359515;"(screenplay)  <2,1,1>"
1762654;375593;"(play ""Bell, Book and Candle"")  <1,1,1>"
1762853;50333;"(adaptation and dialogue) (as Luis Bunuel)  <2,1,1>"
1762853;56401;"(adaptation and dialogue)  <2,2,1>"
1762853;187020;"(novel) (as Joseph Kessel de l'Académie Française)  <1,1,1>"
1763019;36287;"(story)  <1,1,1>"
1763019;260508;"(story)  <1,1,2>"
1763019;393900;"(story)  <1,1,3>"
1763019;393900;"(written by)  <2,1,1>"
1763083;44600;"(screenplay)  <2,3,1>"
1763083;49767;"(screenplay)  <2,1,1>"
1763083;201333;"(screenplay)  <2,2,1>"
1763083;253885;"(novel)  <1,1,1>"
1763465;9438;"(contributing writer) (uncredited)"
1763465;26707;"(contributing writer) (uncredited)"
1763465;120695;"(contributing writer) (uncredited)"
1763465;370896;"(screenplay)  <2,1,1>"
1763465;379742;"(contributing writer) (uncredited)"
1763465;385058;"(novel) (as General Lew Wallace)  <1,1,1>"
1763653;910;"(story)  <1,2,1>"
1763653;39740;"(characters created by)  <2,1,1>"
1763653;86814;"(screenplay)  <3,1,1>"
1763653;86814;"(story)  <1,1,1>"
1763877;52941;"(written by)  <1,1,1>"
1763883;52941;"(written by)  <1,1,1>"
1763910;30105;"(screenplay)  <2,1,1>"
1763910;30105;"(story)  <1,1,1>"
1763910;239850;"(story) (as Leslie McNeil)  <1,1,2>"
1763974;334758;"(play)  <2,1,1>"
1763974;334758;"(screenplay)  <1,1,1>"
1764861;31047;"(writer)  <1,2,1>"
1764861;204560;"(story)  <2,1,1>"
1764861;282856;"(writer)  <1,1,1>"
1765082;139573;"(written by)  <1,1,1>"
1765108;45140;"(written by)  <1,1,1>"
1765108;117786;"(written by)  <1,1,2>"
1765164;141702;"(written by)  <1,1,1>"
1765164;211713;"(written by)  <1,1,2>"
1765347;137583;"(screenplay)"
1765347;328994;"(screenplay)"
1765652;106267;"(written by)"
1765787;235346;"(writer)"
1765787;384659;"(play)"
1765787;384659;"(screenplay)"
1765811;160252;"<1,1,1>"
1765827;363993;"(screenplay)  <1,1,1>"
1766407;17532;"(character)  <1,1,1>"
1766407;85596;"(written by)  <2,1,1>"
1766407;284994;"(character)  <1,2,1>"
1766427;110051;"(written by)  <1,1,1>"
1766427;191150;"(written by) (as Mitch Klebanoff)  <1,1,2>"
1766668;44864;"(novel) (as Harry Adam Knight)"
1766668;173166;""
1766668;384809;""
1766849;204611;"(written by)  <1,1,1>"
1766849;314783;"(written by)  <1,1,2>"
1767110;35095;"(narrative written by)  <1,1,1>"
1767151;123283;"(novel)  <1,1,1>"
1767151;129422;"(screenplay)  <2,1,1>"
1767537;60058;"(story)"
1767537;356196;"(story and screenplay)"
1768211;62650;"(story)"
1768211;388706;"(screenplay)"
1768389;14771;"(novel ""The Positronic Man"")  <2,1,1>"
1768389;14771;"(short story ""The Bicentennial Man"")  <1,1,1>"
1768389;184223;"(screenplay)  <3,1,1>"
1768389;337715;"(novel ""The Positronic Man"")  <2,2,1>"
1768698;312992;"(written by)  <1,1,1>"
1768698;346410;"(written by)  <1,1,2>"
1769145;175772;"(written by)  <1,1,1>"
1769408;118612;"(screenplay)  <2,1,1>"
1769408;118612;"(story)  <1,1,1>"
1769408;155254;"(screenplay)  <2,2,1>"
1769408;321349;"(screenplay)  <2,2,2>"
1769516;78690;""
1769516;238663;"(novel ""Banjo"") (uncredited)"
1769516;334662;""
1769766;295734;"(screenplay)  <2,1,1>"
1769766;295734;"(story)  <1,1,1>"
1769766;304308;"(screenplay)  <2,2,1>"
1769840;369501;""
1769840;370533;""
1770285;133045;"(written by)  <1,1,1>"
1770285;305416;"(adaptation)  <2,1,1>"
1770285;389096;"(written by)  <1,1,2>"
1770807;14566;"<1,1,1>"
1770807;91808;"<1,2,1>"
1770807;367997;"<1,1,2>"
1771528;155254;"(written by)  <1,1,1>"
1771528;321349;"(written by)  <1,1,2>"
1771672;391434;""
1771673;268771;"(writer)"
1772092;35889;"(story)  <1,1,3>"
1772092;193067;"(screenplay)  <2,1,1>"
1772092;208673;"(story)  <1,1,1>"
1772092;228132;"(screenplay)  <2,1,2>"
1772092;281599;"(story)  <1,1,2>"
1772497;1977;"(as Tracy Hall Adams)  <1,1,3>"
1772497;241636;"<1,1,2>"
1772497;246841;"<1,1,1>"
1772497;293921;"<1,1,4>"
1772500;210530;"(screenplay)  <2,2,2>"
1772500;210530;"(story)  <1,1,2>"
1772500;330761;"(screenplay)  <2,1,1>"
1772500;378484;"(screenplay)  <2,2,1>"
1772500;378484;"(story)  <1,1,1>"
1772651;26663;"(screenplay)  <2,1,2>"
1772651;197425;"(screenplay)  <2,1,1>"
1772651;391144;"(based on the novel by)  <1,1,1>"
1772934;6983;""
1772934;55066;""
1772934;93779;"(story)"
1772934;390066;"(screenplay)"
1772934;390066;"(story)"
1773358;41011;"(screenplay) (as Gerard Brach)"
1773358;46073;"(screenplay)"
1773358;46246;"(novel ""Lunes de Fiel"")"
1773358;140386;"(script collaboration)"
1773358;289596;"(screenplay)"
1773944;332174;"(novel)  <1,1,1>"
1773944;363693;"(screenplay)  <2,1,1>"
1774349;244552;"(written by)  <1,1,1>"
1774349;380930;"(written by)  <1,1,2>"
1775245;396818;"(written by)  <1,1,1>"
1775747;79522;"(screenplay)  <1,1,2>"
1775747;347569;"(book)  <2,1,1>"
1775747;385348;"(screenplay)  <1,1,1>"
1775854;28566;"(from the play by)  <1,1,1>"
1775854;158589;"(adapted by)  <2,1,1>"
1775854;211671;"(dialogue by) (as Benn Levy)  <3,1,1>"
1775854;291876;"(uncredited)"
1776052;136228;"(written by)  <1,1,1>"
1776063;91079;"(novel ""Do Androids Dream of Electric Sheep?"")  <2,1,1>"
1776063;108245;"(screenplay)  <1,1,1>"
1776063;282812;"(screenplay) (as David Peoples)  <1,2,1>"
1776173;127269;"(screenplay)  <1,2,1>"
1776173;284464;"(screenplay)  <1,1,1>"
1776338;55989;"(written by)  <1,1,2>"
1776338;343213;"(written by)  <1,1,1>"
1776407;185338;"(screenplay)  <2,1,1>"
1776407;185338;"(story)  <1,1,1>"
1776407;395051;"(screenplay)  <2,2,1>"
1776556;29757;"(screenplay)  <1,1,3>"
1776556;29757;"(story)  <2,1,1>"
1776556;44725;"(screenplay)  <1,1,1>"
1776556;294063;"(screenplay)  <1,1,4>"
1776556;349325;"(screenplay)  <1,1,2>"
1776556;372514;"(screenplay)  <1,1,5>"
1776732;138081;"(screenplay)  <2,2,1>"
1776732;138119;"(screenplay)  <2,2,2>"
1776732;305490;"(screenplay) (as Tom Rickman)  <2,1,1>"
1776732;346081;"(novel)  <1,1,1>"
1776893;205153;"(written by)  <1,1,1>"
1777297;350276;"(written by)  <1,1,1>"
1777374;402321;"(written by)  <1,1,1>"
1777932;35642;"(screenplay)"
1777932;35642;"(story)"
1777932;259984;"(story)"
1778025;95448;"(screenplay) (as A. Louise Downe)"
1778025;120055;"(story) (uncredited)"
1778025;212074;"(story) (uncredited)"
1778258;68346;"(written by)  <1,2,1>"
1778258;68351;"(written by)  <1,1,1>"
1778411;76281;"(screenplay)  <2,2,1>"
1778411;297176;"(story)  <1,1,2>"
1778411;380677;"(screenplay)  <2,1,1>"
1778411;380677;"(story)  <1,1,1>"
1778413;144380;"(uncredited)"
1778413;253914;""
1778413;351320;"(character) (uncredited)  <23>"
1778514;69234;"(screenplay)  <1,1,1>"
1778514;78130;"(additional scenes)  <2,1,1>"
1778514;116761;"(story)  <3,1,1>"
1778514;241471;"(idea)  <4,1,1>"
1778536;55616;"(written by)  <1,1,1>"
1778697;73507;"(screenplay)  <2,2,1>"
1778697;120103;"(screenplay)  <2,2,2>"
1778697;211002;"(screenplay)  <2,1,1>"
1778697;211002;"(story)  <1,1,1>"
1778699;325132;"(written by)"
1779176;24384;"(screenplay)  <2,1,1>"
1779176;24384;"(story)  <1,1,2>"
1779176;304695;"(screenplay)  <2,1,2>"
1779176;304695;"(story)  <1,1,1>"
1779176;307409;"(story) (as M. Jay Roach)  <1,1,3>"
1779201;11182;"(screenplay)  <3,1,1>"
1779201;11182;"(story)  <1,1,1>"
1779201;37551;"(English dialogue)  <4,1,1>"
1779201;73416;"(short story ""Las babas del diablo"") (as Julio Cortazar)  <2,1,1>"
1779201;141556;"(screenplay)  <3,2,1>"
1779349;334316;"(written by)  <1,1,1>"
1779361;131417;"(source material)  <2,1,1>"
1779361;327201;"(written by)  <1,2,1>"
1779361;327204;"(written by)  <1,1,1>"
1779474;181402;"<2,1,1>"
1779474;389343;"(story)  <1,1,1>"
1779528;292511;"(original idea)  <2,1,2>"
1779528;292511;"(screenplay)  <1,1,2>"
1779528;319869;"(original idea)  <2,1,1>"
1779528;319869;"(screenplay)  <1,1,1>"
1779528;377923;"(original idea)  <2,1,3>"
1779735;209122;"(screenplay)  <2,2,2>"
1779735;322927;"(screenplay)  <2,2,1>"
1779735;347560;"(screenplay)  <2,1,1>"
1779735;347560;"(story)  <1,1,1>"
1779757;30821;"(written by)  <1,1,1>"
1779757;35891;"(written by)  <1,1,2>"
1779757;55914;"(written by)  <1,2,1>"
1779835;220917;"(screenplay)  <1,1,1>"
1779868;16092;"(characters) (uncredited)"
1779868;16092;"(situations)  <1,1,1>"
1779868;386074;"(situations)  <1,2,1>"
1779914;121742;"(story)  <1,2,1>"
1779914;127472;"(screenplay)  <2,1,1>"
1779914;286007;"(story)  <1,1,1>"
1780022;16821;"(film The Blues Brothers)  <1,1,1>"
1780022;16821;"(written by)  <2,1,1>"
1780022;202751;"(film The Blues Brothers)  <1,2,1>"
1780022;202751;"(written by)  <2,2,1>"
1780595;307612;"(written by)  <1,1,1>"
1780992;143672;"(dialogue)"
1780992;166945;""
1780992;272712;""
1780992;396178;""
1781241;182680;"(written by)  <1,1,1>"
1781274;36895;"(novel ""Choice Cuts"")  <1,1,1>"
1781274;156147;"(screen story)  <2,1,1>"
1781274;260387;"(novel ""Choice Cuts"")  <1,1,2>"
1781274;301042;"(screenplay)  <3,1,1>"
1781274;343098;"(screenplay)  <3,2,1>"
